ticket_id,customer_id,created_at,resolved_at,priority,category,status,subject
475,138,2024-02-04 08:12:00,2024-02-05 07:19:31,medium,technical,closed,API timeout errors on bulk requests
476,138,2023-08-18 17:17:00,2023-08-19 03:58:27,low,billing,resolved,Refund request for double charge
477,138,2025-05-13 15:31:00,2025-05-15 03:39:07,high,billing,closed,Invoice discrepancy for October
478,138,2025-08-04 10:45:00,2025-08-05 00:17:02,high,onboarding,resolved,Training session request for our team
479,139,2025-11-04 12:54:00,2025-11-05 00:06:41,medium,billing,closed,Need updated billing address
480,139,2025-10-17 14:53:00,2025-10-19 22:54:34,low,onboarding,closed,Need help setting up team workspace
481,139,2025-10-22 08:17:00,2025-10-28 08:20:24,medium,feature_request,resolved,Dark mode for the web interface
482,140,2025-11-12 13:07:00,2025-11-14 06:01:47,medium,technical,resolved,Cannot export report to PDF
483,141,2022-11-25 10:50:00,2022-11-25 22:36:58,medium,billing,resolved,Unable to update payment method
484,141,2023-02-01 14:45:00,2023-02-02 04:16:12,low,technical,closed,Dashboard loading slowly
485,141,2024-06-10 12:44:00,2024-06-11 00:34:51,low,technical,closed,Dashboard loading slowly
486,142,2025-06-01 10:34:00,2025-06-04 11:22:00,critical,feature_request,closed,Support for custom fields in tasks
487,142,2025-09-30 16:53:00,2025-10-01 10:26:08,low,onboarding,closed,Need help setting up team workspace
488,144,2025-07-07 10:29:00,2025-07-09 01:13:34,medium,feature_request,resolved,Dark mode for the web interface
489,144,2025-04-17 14:30:00,2025-04-21 10:29:25,medium,technical,closed,Data sync delay with Salesforce integration
490,144,2025-09-16 08:28:00,2025-09-17 11:58:08,medium,onboarding,resolved,Migration assistance from Asana
491,145,2025-11-11 12:02:00,,high,bug,in_progress,File attachments lost after page refresh
492,145,2025-11-11 17:01:00,2025-11-14 02:23:07,low,billing,resolved,Need updated billing address
493,146,2024-10-19 18:21:00,2024-10-22 05:48:13,low,onboarding,closed,Training session request for our team
494,146,2024-11-24 15:00:00,2024-11-25 13:05:18,low,onboarding,resolved,Training session request for our team
495,146,2025-02-13 10:43:00,2025-02-15 00:50:57,high,feature_request,resolved,Mobile app notifications for deadlines
496,146,2025-06-28 15:45:00,2025-06-29 17:24:19,critical,technical,closed,SSO login not working with Okta
497,146,2025-07-16 16:04:00,,medium,technical,open,Dashboard loading slowly
498,147,2025-06-04 13:32:00,2025-06-14 19:52:47,medium,onboarding,resolved,Training session request for our team
499,147,2024-12-23 11:19:00,2024-12-24 15:01:33,medium,technical,closed,SSO login not working with Okta
500,147,2025-04-13 14:11:00,2025-04-14 21:11:46,medium,billing,resolved,Refund request for double charge
501,147,2025-02-21 13:08:00,2025-02-22 07:25:47,medium,feature_request,closed,Mobile app notifications for deadlines
502,148,2024-10-14 14:16:00,2024-10-20 05:25:03,low,onboarding,closed,Migration assistance from Asana
503,148,2024-12-16 09:50:00,2024-12-18 15:20:20,medium,billing,closed,Refund request for double charge
504,148,2025-03-28 12:02:00,2025-04-09 02:22:02,medium,billing,closed,Refund request for double charge
505,148,2025-10-30 12:49:00,2025-10-31 14:36:34,medium,onboarding,closed,Migration assistance from Asana
506,148,2024-01-14 17:07:00,2024-01-15 13:47:49,low,technical,resolved,Dashboard loading slowly
507,149,2024-08-02 13:29:00,2024-08-14 09:36:15,low,onboarding,closed,Need help setting up team workspace
508,149,2024-09-24 13:02:00,2024-09-28 12:39:04,critical,billing,resolved,Question about pricing for annual plan
509,149,2024-08-30 14:25:00,2024-09-12 13:36:42,critical,billing,closed,Invoice discrepancy for April
510,149,2025-06-01 12:19:00,2025-06-03 11:19:36,medium,feature_request,closed,Support for custom fields in tasks
511,149,2024-08-02 10:17:00,2024-08-03 01:41:53,low,feature_request,resolved,Mobile app notifications for deadlines
512,150,2022-12-30 14:42:00,2023-01-04 04:21:30,low,billing,resolved,Unable to update payment method
513,150,2024-09-16 11:04:00,2024-09-17 16:32:19,high,feature_request,closed,Bulk task import from CSV
514,150,2025-07-23 16:00:00,2025-07-25 00:59:28,medium,technical,resolved,SSO login not working with Okta
515,150,2025-02-24 08:42:00,2025-02-25 23:35:17,critical,bug,resolved,Search results not returning recent items
516,150,2024-08-05 12:48:00,2024-08-07 07:37:21,medium,technical,closed,Data sync delay with Salesforce integration
517,150,2025-03-21 08:48:00,2025-03-21 15:25:52,medium,bug,resolved,Task status not updating after drag-and-drop
518,151,2025-10-11 12:11:00,,high,bug,in_progress,Search results not returning recent items
519,151,2025-06-21 11:26:00,2025-06-24 03:51:56,low,bug,closed,Search results not returning recent items
520,151,2025-09-21 14:14:00,2025-09-25 09:43:36,medium,bug,resolved,File attachments lost after page refresh
521,151,2024-12-24 16:53:00,2024-12-28 23:42:44,medium,technical,closed,SSO login not working with Okta
522,151,2025-03-29 18:01:00,2025-03-30 16:12:35,low,feature_request,closed,Add Gantt chart view for projects
523,152,2024-11-29 17:56:00,2024-11-30 19:25:34,medium,onboarding,resolved,How to configure user roles and permissions
524,152,2025-02-28 13:08:00,2025-03-01 19:27:09,high,technical,closed,Dashboard loading slowly
525,152,2025-07-12 16:41:00,2025-07-12 22:34:08,medium,billing,resolved,Invoice discrepancy for November
526,152,2025-10-30 14:55:00,2025-11-05 08:07:19,medium,feature_request,resolved,Mobile app notifications for deadlines
527,152,2024-12-18 12:51:00,2024-12-19 03:19:53,high,technical,closed,SSO login not working with Okta
528,152,2025-01-10 10:54:00,2025-01-11 01:45:32,high,technical,closed,API timeout errors on bulk requests
529,152,2025-03-22 15:13:00,2025-03-23 17:06:14,medium,technical,resolved,API timeout errors on bulk requests
530,152,2025-04-18 15:21:00,2025-04-21 08:37:55,medium,onboarding,resolved,Help importing existing project data
531,152,2024-12-01 11:56:00,2024-12-03 15:14:12,medium,technical,closed,API timeout errors on bulk requests
532,152,2025-11-08 10:09:00,2025-11-10 01:18:36,high,feature_request,resolved,Dark mode for the web interface
533,152,2025-08-05 16:25:00,,critical,technical,open,Data sync delay with Salesforce integration
534,153,2025-05-09 18:10:00,2025-05-10 11:56:35,medium,bug,resolved,Calendar view shows incorrect dates
535,153,2025-02-08 11:14:00,2025-02-09 01:55:33,medium,billing,closed,Refund request for double charge
536,153,2025-07-26 08:53:00,2025-07-27 10:52:49,high,onboarding,resolved,Migration assistance from Asana
537,154,2022-10-31 12:35:00,2022-11-01 15:54:57,high,bug,resolved,Calendar view shows incorrect dates
538,154,2023-06-25 18:54:00,2023-06-27 07:25:47,medium,technical,resolved,Cannot export report to PDF
539,154,2025-05-21 12:03:00,2025-05-22 19:45:52,low,technical,resolved,API timeout errors on bulk requests
540,154,2022-11-12 11:30:00,2022-11-13 23:49:41,low,billing,closed,Question about pricing for annual plan
541,154,2022-07-05 17:27:00,,low,bug,open,Search results not returning recent items
542,154,2025-01-05 08:16:00,2025-01-05 19:00:14,medium,onboarding,closed,Migration assistance from Asana
543,155,2025-01-23 18:35:00,2025-01-26 03:18:45,medium,feature_request,resolved,Dark mode for the web interface
544,155,2025-05-03 15:10:00,2025-05-04 05:07:50,high,billing,resolved,Unable to update payment method
545,155,2025-09-30 11:13:00,2025-10-01 15:37:57,medium,technical,resolved,Data sync delay with Salesforce integration
546,155,2024-11-23 13:10:00,2024-11-23 18:59:02,medium,billing,closed,Need updated billing address
547,155,2025-08-05 17:50:00,2025-08-09 04:15:16,high,technical,closed,API timeout errors on bulk requests
548,156,2025-05-26 13:28:00,2025-05-26 22:34:44,medium,technical,resolved,SSO login not working with Okta
549,156,2024-06-17 11:13:00,2024-06-17 19:09:45,low,onboarding,closed,Migration assistance from Asana
550,157,2024-11-08 17:32:00,2024-11-08 21:34:50,low,technical,closed,Cannot export report to PDF
551,157,2025-02-05 15:15:00,2025-02-05 20:12:58,medium,technical,closed,Data sync delay with Salesforce integration
552,158,2025-08-15 12:07:00,2025-08-17 11:39:52,high,technical,resolved,SSO login not working with Okta
553,158,2025-04-24 17:34:00,2025-04-27 00:12:41,low,onboarding,closed,Migration assistance from Asana
554,158,2024-12-29 10:20:00,2025-01-02 07:05:05,medium,technical,closed,Data sync delay with Salesforce integration
555,159,2025-10-18 14:25:00,2025-10-19 10:30:21,high,onboarding,resolved,Help importing existing project data
556,159,2025-11-07 12:36:00,2025-11-07 19:23:36,low,technical,resolved,Data sync delay with Salesforce integration
557,159,2025-11-13 09:36:00,,medium,bug,open,File attachments lost after page refresh
558,159,2025-11-01 15:56:00,2025-11-02 10:26:23,high,bug,closed,Task status not updating after drag-and-drop
559,159,2025-09-18 08:39:00,2025-09-19 12:37:36,low,onboarding,resolved,Help importing existing project data
560,160,2025-08-18 16:29:00,2025-08-21 23:37:40,low,onboarding,resolved,How to configure user roles and permissions
561,160,2025-08-13 10:06:00,2025-08-17 08:00:59,medium,billing,resolved,Question about pricing for annual plan
562,160,2025-07-24 18:13:00,,low,technical,open,Dashboard loading slowly
563,161,2025-10-26 09:53:00,,low,bug,open,File attachments lost after page refresh
564,161,2025-10-28 15:25:00,2025-10-30 01:26:51,high,billing,resolved,Unable to update payment method
565,161,2025-08-05 15:47:00,2025-08-08 17:44:07,high,feature_request,closed,Bulk task import from CSV
566,161,2025-10-30 08:00:00,,medium,technical,open,API timeout errors on bulk requests
567,161,2025-09-23 09:27:00,2025-09-27 02:20:47,medium,bug,closed,File attachments lost after page refresh
568,161,2025-09-14 18:57:00,2025-09-16 08:33:05,low,technical,resolved,Dashboard loading slowly
569,161,2025-11-03 08:03:00,2025-11-03 21:08:23,low,feature_request,resolved,Mobile app notifications for deadlines
570,161,2025-08-19 16:09:00,2025-08-20 02:36:23,high,onboarding,closed,Training session request for our team
571,161,2025-10-09 12:39:00,2025-10-09 22:08:54,high,technical,resolved,Dashboard loading slowly
572,162,2024-06-06 13:57:00,2024-06-12 18:34:36,medium,technical,closed,Data sync delay with Salesforce integration
573,162,2024-10-06 17:51:00,2024-10-08 20:23:39,medium,feature_request,resolved,Mobile app notifications for deadlines
574,162,2024-12-08 10:14:00,2024-12-12 10:09:15,high,feature_request,closed,Dark mode for the web interface
575,162,2024-09-06 11:14:00,2024-09-09 04:01:55,high,technical,closed,Dashboard loading slowly
576,164,2025-10-15 08:47:00,2025-10-16 02:21:17,medium,bug,resolved,Task status not updating after drag-and-drop
577,164,2024-08-13 14:20:00,,medium,billing,open,Need updated billing address
578,164,2025-06-06 11:29:00,2025-06-06 17:56:08,medium,feature_request,closed,Dark mode for the web interface
579,164,2024-11-17 13:51:00,2024-11-20 02:57:42,high,bug,closed,File attachments lost after page refresh
580,164,2024-03-27 16:08:00,2024-03-28 04:31:42,critical,billing,closed,Refund request for double charge
581,165,2025-11-02 10:25:00,2025-11-02 15:15:03,high,onboarding,resolved,How to configure user roles and permissions
582,165,2025-10-23 16:38:00,2025-10-23 22:54:01,medium,onboarding,resolved,Help importing existing project data
583,165,2025-10-24 10:06:00,,medium,onboarding,open,How to configure user roles and permissions
584,165,2025-11-09 14:54:00,,low,technical,in_progress,API timeout errors on bulk requests
585,165,2025-11-03 14:57:00,2025-11-04 13:48:13,medium,technical,closed,Dashboard loading slowly
586,166,2025-09-30 17:04:00,2025-10-15 04:13:39,medium,billing,resolved,Refund request for double charge
587,166,2025-10-04 14:25:00,2025-10-05 02:13:58,low,feature_request,resolved,Support for custom fields in tasks
588,166,2025-08-01 18:17:00,2025-08-02 17:21:50,low,onboarding,closed,How to configure user roles and permissions
589,168,2025-07-08 17:29:00,2025-07-11 17:37:58,high,billing,closed,Refund request for double charge
590,168,2024-06-21 15:48:00,2024-06-24 19:24:12,medium,technical,closed,SSO login not working with Okta
591,168,2024-02-28 18:06:00,2024-02-29 13:54:35,low,bug,closed,File attachments lost after page refresh
592,168,2024-09-14 13:05:00,2024-09-16 05:05:18,high,billing,closed,Question about pricing for annual plan
593,168,2025-05-14 16:38:00,2025-05-19 04:34:21,medium,onboarding,resolved,Help importing existing project data
594,169,2025-09-29 11:23:00,2025-10-08 21:15:23,high,feature_request,resolved,Dark mode for the web interface
595,169,2025-11-11 15:54:00,2025-11-12 05:28:05,high,technical,closed,Cannot export report to PDF
596,169,2025-10-28 10:01:00,2025-10-29 14:22:25,medium,feature_request,closed,Dark mode for the web interface
597,169,2025-11-13 18:22:00,,critical,technical,in_progress,Dashboard loading slowly
598,169,2025-10-27 16:41:00,2025-10-31 03:38:32,medium,technical,resolved,API timeout errors on bulk requests
599,169,2025-09-28 09:40:00,2025-09-30 19:09:34,medium,technical,closed,API timeout errors on bulk requests
600,169,2025-11-12 15:57:00,2025-11-13 09:05:51,low,technical,closed,Data sync delay with Salesforce integration
601,170,2025-02-12 14:39:00,2025-02-18 00:24:29,low,onboarding,closed,Migration assistance from Asana
602,170,2025-11-14 13:34:00,,low,technical,in_progress,Data sync delay with Salesforce integration
603,170,2024-12-25 13:14:00,2024-12-27 14:25:31,low,technical,closed,Dashboard loading slowly
604,171,2025-05-16 15:41:00,2025-05-17 23:08:51,low,onboarding,resolved,Training session request for our team
605,171,2025-10-23 16:37:00,,medium,technical,in_progress,API timeout errors on bulk requests
606,171,2025-10-09 13:51:00,2025-10-13 03:48:22,medium,onboarding,closed,Need help setting up team workspace
607,171,2025-04-23 13:55:00,2025-04-25 04:23:20,high,onboarding,closed,Help importing existing project data
608,171,2025-04-15 17:14:00,2025-04-16 22:01:33,high,onboarding,resolved,Training session request for our team
609,172,2025-07-31 15:37:00,2025-08-02 09:25:52,critical,technical,resolved,API timeout errors on bulk requests
610,172,2024-10-07 09:43:00,2024-10-08 05:43:48,critical,technical,resolved,SSO login not working with Okta
611,172,2025-08-14 12:34:00,2025-08-18 10:17:54,medium,onboarding,closed,How to configure user roles and permissions
612,173,2023-11-08 17:03:00,2023-11-10 09:04:19,medium,onboarding,resolved,How to configure user roles and permissions
613,173,2024-05-03 10:01:00,2024-05-20 01:43:57,medium,feature_request,closed,Mobile app notifications for deadlines
614,173,2025-10-15 15:08:00,2025-10-16 03:40:04,low,onboarding,closed,Training session request for our team
615,173,2024-05-08 12:25:00,2024-05-08 21:21:30,medium,technical,resolved,Data sync delay with Salesforce integration
616,173,2023-11-22 17:03:00,2023-11-24 03:52:11,low,bug,closed,Calendar view shows incorrect dates
617,173,2025-06-05 17:23:00,2025-06-07 12:03:01,critical,bug,resolved,Calendar view shows incorrect dates
618,173,2025-10-01 10:38:00,2025-10-02 22:04:09,low,technical,closed,Cannot export report to PDF
619,174,2023-06-07 16:56:00,2023-06-08 13:55:22,critical,bug,closed,Email notifications sent to wrong recipients
620,174,2024-10-10 10:57:00,2024-10-12 07:20:31,low,billing,closed,Need updated billing address
621,174,2025-07-09 15:07:00,2025-07-10 21:46:51,low,onboarding,resolved,Migration assistance from Asana
622,175,2025-08-28 18:45:00,2025-08-28 23:05:12,medium,onboarding,closed,Help importing existing project data
623,175,2024-10-19 12:20:00,2024-10-21 11:58:45,high,billing,closed,Invoice discrepancy for August
624,175,2024-07-21 15:06:00,2024-07-22 23:35:13,medium,technical,closed,Cannot export report to PDF
625,175,2025-09-07 08:12:00,2025-09-13 12:53:40,medium,bug,closed,Task status not updating after drag-and-drop
626,175,2024-07-23 08:19:00,2024-07-31 08:30:35,medium,technical,closed,Data sync delay with Salesforce integration
627,175,2025-09-16 10:32:00,,medium,technical,open,SSO login not working with Okta
628,175,2025-10-08 11:45:00,2025-10-10 09:08:40,high,technical,resolved,SSO login not working with Okta
629,175,2025-10-12 09:59:00,2025-10-16 09:59:25,critical,technical,resolved,SSO login not working with Okta
630,176,2024-09-23 14:02:00,2024-09-27 14:21:50,medium,billing,closed,Unable to update payment method
631,177,2022-11-10 14:52:00,,low,technical,in_progress,API timeout errors on bulk requests
632,177,2022-11-11 18:44:00,2022-11-13 18:11:19,medium,technical,resolved,Cannot export report to PDF
633,177,2025-07-17 09:11:00,2025-07-19 14:03:03,low,feature_request,closed,Dark mode for the web interface
634,178,2025-06-07 09:48:00,,high,billing,open,Need updated billing address
635,178,2025-05-07 10:33:00,2025-05-07 13:56:20,medium,bug,resolved,Email notifications sent to wrong recipients
636,179,2023-10-20 15:38:00,2023-10-22 17:12:31,medium,onboarding,resolved,How to configure user roles and permissions
637,180,2023-10-17 10:22:00,2023-10-18 19:53:41,critical,technical,resolved,API timeout errors on bulk requests
638,180,2024-11-05 08:55:00,2024-11-06 06:22:26,high,technical,closed,Cannot export report to PDF
639,181,2025-10-22 08:39:00,2025-10-23 05:51:33,high,onboarding,resolved,Need help setting up team workspace
640,181,2025-10-23 09:01:00,,critical,feature_request,in_progress,Dark mode for the web interface
641,182,2025-09-13 14:28:00,2025-09-15 18:24:49,low,bug,resolved,File attachments lost after page refresh
642,183,2025-04-19 18:46:00,,critical,billing,open,Question about pricing for annual plan
643,183,2024-12-04 14:51:00,2024-12-06 10:24:20,low,technical,closed,SSO login not working with Okta
644,183,2025-07-17 15:28:00,2025-07-19 13:24:12,medium,bug,resolved,Email notifications sent to wrong recipients
645,183,2025-03-01 17:12:00,2025-03-02 14:35:57,high,bug,closed,Calendar view shows incorrect dates
646,183,2025-04-30 11:25:00,2025-04-30 15:40:49,low,billing,closed,Invoice discrepancy for April
647,184,2023-09-18 13:35:00,,medium,bug,in_progress,Email notifications sent to wrong recipients
648,184,2022-08-18 11:24:00,,low,feature_request,open,Mobile app notifications for deadlines
649,185,2025-07-03 13:29:00,2025-07-04 20:42:47,high,technical,resolved,Cannot export report to PDF
650,185,2025-04-10 08:00:00,2025-04-10 20:41:43,high,bug,resolved,Calendar view shows incorrect dates
651,185,2025-06-20 17:58:00,2025-06-21 17:38:22,critical,technical,closed,Cannot export report to PDF
652,185,2025-04-29 10:10:00,2025-04-29 19:06:23,medium,technical,closed,API timeout errors on bulk requests
653,186,2025-10-22 11:07:00,2025-10-24 18:07:17,low,onboarding,closed,Training session request for our team
654,186,2025-04-15 10:49:00,2025-04-23 15:22:32,medium,billing,resolved,Refund request for double charge
655,187,2025-11-08 13:56:00,2025-11-08 21:31:35,low,technical,closed,Dashboard loading slowly
656,187,2025-11-14 11:40:00,,high,technical,open,API timeout errors on bulk requests
657,187,2025-11-03 08:39:00,2025-11-06 06:27:40,medium,bug,closed,Search results not returning recent items
658,187,2025-11-03 13:57:00,2025-11-04 12:31:16,medium,billing,closed,Invoice discrepancy for June
659,187,2025-11-07 08:08:00,2025-11-08 23:49:39,critical,bug,resolved,File attachments lost after page refresh
660,187,2025-10-27 08:44:00,2025-10-30 12:05:20,medium,onboarding,closed,How to configure user roles and permissions
661,187,2025-10-19 16:12:00,,low,technical,open,API timeout errors on bulk requests
662,187,2025-10-10 08:51:00,2025-10-11 23:46:34,high,billing,resolved,Invoice discrepancy for January
663,187,2025-10-03 13:55:00,2025-10-05 12:15:03,low,bug,resolved,Search results not returning recent items
664,188,2025-10-02 10:12:00,2025-10-04 12:12:26,critical,bug,closed,Email notifications sent to wrong recipients
665,188,2025-10-02 09:24:00,2025-10-04 02:45:29,medium,technical,closed,Data sync delay with Salesforce integration
666,189,2025-10-08 10:12:00,2025-10-09 04:13:20,high,technical,resolved,Dashboard loading slowly
667,190,2024-08-16 11:10:00,2024-08-17 08:57:12,high,technical,resolved,SSO login not working with Okta
668,190,2024-09-09 11:33:00,2024-09-10 08:43:42,high,billing,resolved,Invoice discrepancy for August
669,190,2024-09-08 08:39:00,2024-09-13 02:25:55,medium,onboarding,resolved,Migration assistance from Asana
670,190,2024-09-26 18:38:00,2024-09-30 18:19:43,low,onboarding,closed,Migration assistance from Asana
671,190,2024-07-25 15:20:00,2024-07-25 20:39:17,high,feature_request,closed,Mobile app notifications for deadlines
672,191,2025-05-04 15:55:00,2025-05-07 13:21:50,medium,bug,resolved,Email notifications sent to wrong recipients
673,192,2025-07-05 18:09:00,2025-07-07 16:27:58,low,technical,resolved,Dashboard loading slowly
674,192,2024-06-26 14:30:00,2024-06-27 15:53:41,medium,billing,closed,Unable to update payment method
675,192,2025-10-21 17:46:00,,medium,technical,in_progress,Cannot export report to PDF
676,192,2024-09-26 09:20:00,2024-09-27 20:37:29,medium,onboarding,resolved,Training session request for our team
677,192,2024-06-23 12:40:00,2024-06-24 17:29:35,medium,billing,resolved,Need updated billing address
678,192,2025-05-25 13:51:00,2025-05-26 21:28:08,low,onboarding,closed,Training session request for our team
679,192,2025-01-10 13:44:00,2025-01-14 17:46:56,high,technical,closed,Dashboard loading slowly
680,193,2025-10-03 11:45:00,2025-10-04 19:39:54,low,feature_request,resolved,Dark mode for the web interface
681,193,2025-01-31 14:48:00,2025-02-01 08:12:42,medium,billing,closed,Invoice discrepancy for August
682,193,2025-07-01 11:50:00,2025-07-04 21:43:49,high,onboarding,resolved,Need help setting up team workspace
683,193,2025-06-14 17:30:00,,high,feature_request,in_progress,Dark mode for the web interface
684,193,2025-09-14 11:52:00,,low,onboarding,open,Migration assistance from Asana
685,193,2025-01-14 11:33:00,2025-01-15 03:32:12,low,onboarding,resolved,Migration assistance from Asana
686,193,2025-03-28 10:18:00,2025-03-28 18:52:42,medium,billing,resolved,Refund request for double charge
687,193,2025-06-27 16:10:00,2025-06-28 11:31:53,high,feature_request,closed,Dark mode for the web interface
688,194,2023-10-11 13:01:00,2023-10-12 12:51:22,high,billing,closed,Need updated billing address
689,194,2025-06-28 18:20:00,2025-06-29 05:12:29,medium,technical,resolved,Data sync delay with Salesforce integration
690,194,2023-10-18 15:04:00,2023-10-18 19:28:04,low,bug,resolved,Calendar view shows incorrect dates
691,195,2023-05-03 15:25:00,2023-05-04 18:13:42,medium,feature_request,resolved,Support for custom fields in tasks
692,195,2023-11-02 09:48:00,2023-11-04 19:51:30,low,bug,resolved,Email notifications sent to wrong recipients
693,196,2024-11-03 08:14:00,,critical,onboarding,open,Help importing existing project data
694,196,2025-03-27 14:48:00,2025-03-30 04:57:26,medium,feature_request,resolved,Add Gantt chart view for projects
695,196,2025-08-10 08:13:00,2025-08-11 20:30:57,medium,technical,closed,Dashboard loading slowly
696,196,2025-07-14 08:58:00,2025-07-15 08:14:32,medium,feature_request,resolved,Bulk task import from CSV
697,196,2025-04-02 11:20:00,2025-04-03 15:50:50,medium,bug,closed,Email notifications sent to wrong recipients
698,196,2024-12-09 08:24:00,,high,onboarding,open,Help importing existing project data
699,197,2025-10-22 11:56:00,2025-10-24 09:57:45,medium,feature_request,closed,Support for custom fields in tasks
700,197,2024-11-23 12:00:00,2024-11-24 21:01:58,low,technical,closed,SSO login not working with Okta
701,197,2025-09-15 10:58:00,2025-09-15 21:43:19,medium,technical,resolved,Cannot export report to PDF
702,199,2025-01-16 08:19:00,,high,technical,open,Cannot export report to PDF
703,199,2024-12-17 18:12:00,2024-12-18 05:20:13,high,bug,closed,Task status not updating after drag-and-drop
704,199,2025-01-30 10:16:00,,critical,technical,open,Cannot export report to PDF
705,199,2025-09-14 18:50:00,2025-09-16 15:56:59,critical,billing,closed,Invoice discrepancy for December
706,200,2025-11-09 15:04:00,2025-11-11 12:26:05,low,onboarding,closed,Training session request for our team
707,200,2025-10-30 10:00:00,2025-11-02 00:59:17,low,feature_request,closed,Mobile app notifications for deadlines
708,200,2025-10-21 08:42:00,2025-10-31 22:37:21,high,technical,closed,Data sync delay with Salesforce integration
709,200,2025-11-04 11:45:00,2025-11-06 08:52:15,low,onboarding,closed,Help importing existing project data
